id	active	category	question	optionA	optionB	optionC	optionD	correctAnswer	learn	whyMatters	deepDive	imageRef	notes
157	YES	Defect	Progressive opening of crack with marked gap increase over 6 months indicates:	Stable old injury	Active failure requiring immediate intervention	Successful healing	Normal seasonal movement	1	Rapid crack propagation proves active structural failure in progress - immediate assessment and action required	Growth of crack gap proves failure is progressive. Forces exceed material strength. Continued propagation likely. Imminent collapse possible	Progressive crack assessment: MEASUREMENT - Establish baseline gap width. Re-measure after defined period (weeks/months).<br>SIGNIFICANT INCREASE - Gap widening proves active propagation. Failure in progress.<br>RATE MATTERS - Fast progression (mm per week) versus slow (mm per year). Fast equals urgent.<br>MONITORING PROTOCOL - Install crack gauges or simple markers. Measure regularly. Document with photos.<br>Why cracks propagate: LOADING CONTINUES - Wind crown weight environmental stresses continue. MATERIAL FATIGUE - Repeated loading cycles weaken surrounding wood. STRESS CONCENTRATION - Crack tip focuses stress. Drives further propagation. DECAY COLONIZATION - Fungi enter crack. Accelerate weakening.<br>Management urgency: ACTIVE PROPAGATION equals EMERGENCY. Cannot predict when propagation reaches critical point. IMMEDIATE BARRIERS - Exclude targets from fall zone. URGENT SPECIALIST ASSESSMENT - Structural engineer arborist. REMOVAL PRIORITY - Usually necessary. Stabilization rarely reliable.<br>Risk factors: LARGE CRACK - Greater extent more concerning. CRITICAL LOCATION - Crack in high-stress zone or near union. LOADING - Heavy crown wind exposure increase propagation rate. BRITTLE WOOD - Species with low fracture toughness.<br>Monitoring inadequate: ACTIVE CRACKS cannot be safely monitored long-term. Progression rate may accelerate. Weather event may cause sudden failure. Action required not just observation.<br>Crack gauges: SIMPLE - Mark crack edges with paint or pins. Measure gap with calipers. COMMERCIAL - Crack monitoring gauges available. Precise measurement. TELL-TALES - Glass strips across crack break if movement occurs. Visual indicator.<br>Documentation: Photograph with measurement scale. Record date gap width location weather. Compare over time. Shows progression rate. Essential for risk assessment and legal defensibility	none	
158	YES	Fungi	Birch with hard white hoof-shaped annual bracket causing brown rot - identify:	Armillaria mellea	Fomes fomentarius	Piptoporus betulinus	Fistulina hepatica	2	Piptoporus betulinus (birch polypore) produces distinctive white to brown rounded brackets exclusively on birch	Birch-specific. Annual bracket. White when young brown when old. Rounded not hoof-shaped actually. Soft cork-like. Brown rot of deadwood	Piptoporus betulinus: COMMON NAME - Birch polypore Birch bracket Razor strop fungus.<br>HOST - Birch ONLY (Betula spp). Highly host-specific. Will not grow on other trees.<br>BRACKETS - Annual semicircular to kidney-shaped 10-30cm. Upper surface WHITE to pale brown smooth. Pore surface white.<br>TEXTURE - Soft corky when fresh. Becomes hard when dry.<br>SHAPE - Rounded bulbous not truly hoof-shaped. Short thick stalk or sessile.<br>TIMING - Appear summer to autumn. Persist through winter.<br>DECAY - Brown rot of sapwood and heartwood. Attacks dead or dying birch.<br>ROLE - Primarily saprophytic. Colonizes dead standing birch or recently dead branches. Rarely parasitic.<br>Historical uses: RAZOR STROP - Dried fungus used to sharpen razors. Hence common name. TINDER - Can be used as tinder material for fire starting. MEDICINAL - Traditional uses. Modern research into bioactive compounds.<br>Host specificity: BIRCH ONLY. If you find this bracket it is 100% on birch. Useful diagnostic feature.<br>Recognition: WHITE to BROWN ROUNDED BRACKET on BIRCH equals P. betulinus. Cannot be anything else given host specificity.<br>Assessment: DEADWOOD INDICATOR - Usually on dead or dying birch. Check tree vitality. NOT A PRIMARY PATHOGEN - Opportunistic on stressed or dead wood. Indicates tree in decline or dead. REMOVE if hazardous. Birch likely declining or dead already.<br>Similar species: FOMES FOMENTARIUS - Also on birch but hoof-shaped grey brackets. Perennial hard woody. Different appearance. GANODERMA - Brown zonate brackets. Not on birch typically. P. betulinus distinctive on birch.<br>Birch decline: Birch relatively short-lived (80-100 years typically). P. betulinus common on declining mature birch. Natural succession. Not concerning in woodland. Hazard in urban settings.<br>Field observation: Extremely common on dead standing birch. Easy to find. Distinctive appearance. Good species for learning bracket fungi identification	none	
159	YES	WinterID	Lime (Tilia spp.) is recognized in winter by:	Opposite buds	Alternate buds with uneven bud scales and heart-shaped leaf scars	Thorns on twigs	Evergreen foliage	1	Lime has alternate buds with characteristic uneven scales (2-ranked) and distinctive heart-shaped leaf scars	Common street and park tree. Buds asymmetric. Twigs often have small woody bracts persisting from flowers. Native and introduced species	Lime winter ID: BUDS - Alternate arrangement 5-8mm reddish-brown or green. SCALES UNEVEN - Only 2-3 visible scales arranged in 2 ranks (distichous). Asymmetric appearance.<br>TWIGS - Slender smooth grey to reddish-brown. Often zigzag slightly.<br>LEAF SCARS - HEART-SHAPED. Distinctive outline. Relates to heart-shaped leaves in summer.<br>BRACTS - Small woody leaf-like bracts may persist on twigs. From flower clusters previous year.<br>BARK - Grey smooth when young becoming fissured with age.<br>Species variation: COMMON LIME (T. x europaea) - Hybrid. Planted widely in avenues. Suckers prolifically from base. SMALL-LEAVED LIME (T. cordata) - Native UK. Smaller leaves buds. LARGE-LEAVED LIME (T. platyphyllos) - Leaves larger. Hairy twigs. Other Tilia species and cultivars planted.<br>Key features: HEART-SHAPED LEAF SCARS diagnostic for lime genus. UNEVEN BUD SCALES (2-ranked) characteristic. ALTERNATE arrangement.<br>Native status: SMALL-LEAVED LIME native ancient woodland indicator. Other species/hybrids introduced planted ornamentally.<br>Recognition: ALTERNATE BUDS plus HEART-SHAPED LEAF SCARS plus ASYMMETRIC BUD SCALES equals lime. Distinctive combination.<br>Similar species: HAZEL - Also has alternate buds heart-shaped leaves in summer. But buds rounded downy zigzag twigs catkins present. Lime buds more pointed scales uneven. ELM - Heart-shaped leaves in summer. But leaf scars asymmetric (uneven base). Lime scars symmetrical heart shape.<br>Urban planting: Lime very common street tree. Tolerates urban conditions. Provides shade. Traditional avenue tree. Dense canopy.<br>Issues: APHIDS - Lime aphids common. Honeydew drips on cars beneath. Sooty mold on leaves. Public nuisance in some settings. EPICORMIC GROWTH - Common lime produces profuse epicormic shoots and basal suckers. Maintenance intensive.<br>Cultural importance: Historic avenues. Large estates. Landscape trees. Flowers very attractive to bees. Valuable nectar source.<br>Summer leaves: HEART-SHAPED distinctive. Asymmetric base (one side slightly larger). Finely toothed margins. Soft texture.<br>Flowers: Fragrant yellow flowers in summer with distinctive leafy bract. Bee-friendly. Produce nectar prolifically	none	
160	YES	Defect	Fungal brackets appearing at multiple heights on stem suggest:	Localized single infection	Multiple entry points or systemic colonization throughout stem	Surface contamination only	Recent infection	1	Multiple brackets at different heights indicate extensive internal colonization - decay distributed throughout stem height not localized	Single infection typically produces brackets at one location. Multiple heights equals multiple entry points OR extensive mycelial spread internally	Multiple bracket assessment: PATTERN - Brackets at base mid-stem and upper stem. Distributed vertically.<br>IMPLICATIONS - Internal decay at ALL bracket locations. NOT localized.<br>EXTENT - Suggests extensive colonization. Mycelial network throughout.<br>PROGNOSIS - Poor structural integrity. Multiple weak zones. Failure could occur at any bracket location.<br>Entry points: WOUNDS - Each bracket location may represent separate entry point. Multiple injuries over time. SPREAD - Or single entry with extensive internal spread. Mycelium colonizes extensively before fruiting. TIMEFRAME - Multiple infections over years. Or long-established single infection.<br>Assessment approach: MAP BRACKETS - Document height and location of all brackets. PROBE/TEST - Resistograph or tomography at multiple heights. Determine decay extent at each level. WEAKEST POINT - Identify most compromised location. Likely failure point. OVERALL - Consider cumulative effect. Multiple weak zones compound risk.<br>Management: EXTENSIVE DECAY - Multiple heights indicates poor prognosis. REMOVAL usually necessary especially over targets. RETENTION rarely appropriate unless consequences minimal. FAILURE MODE - Could fail at any bracket location. Multiple potential failure points.<br>Risk factors: VETERAN STATUS - Ancient trees often have multiple fungi at different heights. Part of ecology. May be retained in appropriate settings. HIGH-VALUE TARGETS - Multiple weak zones unacceptable risk. LOADING - Wind exposure crown weight increase likelihood of failure at one of multiple weak points.<br>Species and fungi: Some fungi fruit prolifically (many brackets). Others sparingly (few brackets despite extensive decay). Number of brackets doesn't always correlate to decay extent. Species matters.<br>Pattern recognition: VERTICAL DISTRIBUTION suggests SYSTEMIC colonization. CLUSTERED brackets suggest LOCALIZED decay. SCATTERED random locations suggest MULTIPLE INDEPENDENT infections.<br>Engineering: Multiple weak zones mean structure is compromised at multiple points. Cumulative weakening. Unable to compensate. Overall structural integrity severely reduced.<br>Documentation: Photograph all bracket locations. Measure heights. Record species if possible. Essential for risk assessment and management decisions	none	
161	YES	Pest	Which beetle creates D-shaped exit holes in ash trees and vectors ash dieback?	Great spruce bark beetle	Ash bark beetle (Hylesinus fraxini)	Emerald Ash Borer	Asian Longhorn Beetle	1	Ash bark beetle creates D-shaped holes and can vector ash dieback fungus though the primary spread is via airborne spores	Native UK beetle. Small 2-3mm. D-shaped exit holes diagnostic. Gallery patterns under bark. Secondary pest on stressed ash especially those with ash dieback	Ash bark beetle (Hylesinus fraxini): DESCRIPTION - Small beetle 2-3mm long. Dark brown to black. Native UK species.<br>EXIT HOLES - D-SHAPED 1-2mm diameter. Distinctive shape. Multiple holes in affected bark.<br>GALLERIES - Adults bore under bark. Larvae create gallery patterns radiating from central chamber. Characteristic patterns.<br>HOST - Ash (Fraxinus excelsior) specific.<br>PRIMARY ROLE - SECONDARY PEST. Attacks stressed declining or recently dead ash. Does not typically attack healthy vigorous trees.<br>ASH DIEBACK CONNECTION - Beetles colonize ash weakened by Hymenoscyphus fraxineus (ash dieback fungus). Can carry spores and spread disease locally. But PRIMARY spread of ash dieback is by AIRBORNE SPORES not beetles.<br>SYMPTOMS - Multiple D-shaped holes in bark. Loose bark. Galleries visible under bark. Crown dieback. Tree decline.<br>Distinction from EAB: EMERALD ASH BORER (Agrilus planipennis) - INVASIVE. Not in UK. Larger beetle 8-14mm. Metallic green. Primary pathogen kills healthy ash. D-shaped holes but larger. ASH BARK BEETLE - NATIVE. Much smaller 2-3mm. Secondary pest on stressed ash. Part of natural ash ecology.<br>Assessment: PRESENCE indicates TREE STRESSED OR DECLINING. Look for underlying causes - ash dieback most likely. NOT PRIMARY KILLER but contributes to decline progression. Tree likely in poor condition already.<br>Management: NO DIRECT CONTROL practical or necessary. Native species part of ecosystem. ADDRESS UNDERLYING STRESS - Primarily ash dieback. No cure. REMOVE declining ash if hazardous. Beetle presence indicates advanced decline. BIOSECURITY - Don't move ash wood during growing season. May spread ash dieback spores.<br>Ash dieback context: ASH WEAKENED by dieback highly vulnerable to bark beetle attack. COMBINATION accelerates decline. Beetle colonization hastens death. VECTORS - Beetles can carry ash dieback spores on bodies. Contribute to local spread. But airborne spores are primary dispersal mechanism.<br>Ecological role: Natural part of ash ecology. Colonizes stressed and dead ash. Contributes to deadwood recycling. Food source for woodpeckers and other insectivores.<br>Recognition: D-SHAPED HOLES in ASH bark equals bark beetle activity. Small 1-2mm holes. Multiple holes. Loose bark areas	none	
162	YES	Biomech	Trees growing in consistent directional wind develop:	Symmetrical crowns	Flagging and adaptive asymmetric crown form	Taller height	Weaker stems	1	Chronic wind exposure causes flagging (crown deflection away from prevailing wind) and asymmetric growth - successful mechanical adaptation	Wind-adapted form is normal and stable. Flagging indicates chronic exposure not acute failure. Tree has remodeled structure. See Q33 for related concepts	Flagging and wind adaptation: FLAGGING - Crown deflected in direction of prevailing wind. Branches longer on leeward side shorter or absent on windward side.<br>MECHANISM - Wind damage to buds and shoots on windward side. Mechanical abrasion desiccation. Growth suppressed windward side.<br>ASYMMETRIC CROWN - Deliberately unbalanced. Adapted to environmental forces. NOT a defect.<br>STEM FORM - Often leaning slightly leeward. Eccentric growth rings. Thicker wood on windward side (compression).<br>KRUMMHOLZ - Extreme wind adaptation. Prostrate or shrub form. Alpine and coastal environments.<br>Assessment implications: FLAGGING equals WIND ADAPTATION. Tree successfully adapted. STABLE if long-established. No recent changes. CONCERN ONLY IF - Wind exposure changes (shelter removed). Or tree suddenly grows (increased sail area). Or root damage occurs. Otherwise accept as normal adapted form.<br>Species variation: FLEXIBLE SPECIES (willow poplar) flag readily. Survive by bending. BRITTLE SPECIES may lose branches rather than flag. Different strategy. CONIFERS often show pronounced flagging. Exposed sites common.<br>Management: ACCEPT FLAGGING as adaptation. Do NOT attempt to 'correct' or balance crown. Tree optimized for its environment. CONCERN if flagging CHANGES - New deflection suggests new exposure or weakening. Investigate. PROTECTION - If shelter removed gradually thin to allow adaptation. Don't sudden expose.<br>Prevention: GRADUAL EXPOSURE better than sudden. If removing adjacent trees do so incrementally. Allows adaptation time. SPECIES SELECTION - Choose wind-tolerant species for exposed sites. Appropriate species matters.<br>Recognition in assessment: Flagged tree in exposed site equals NORMAL ADAPTATION. Flagged tree in sheltered site equals INVESTIGATE - what changed? Stress indicated. Context matters.<br>Coastal and mountain trees: Extreme wind adaptation common. Flagging krummholz prostrate forms all normal. Part of natural vegetation patterns.<br>Engineering perspective: Asymmetric form reduces wind loading. Crown mass concentrated leeward reduces overturning moment. Mechanically efficient for wind environment.<br>Comparison: CHRONIC WIND ADAPTATION - Gradual flagging over years. Stable adapted form. ACUTE WIND DAMAGE - Recent broken branches torn crown. Different situation requires intervention	none	
163	YES	Fungi	Poplar with white annual bracket at base and honey-colored droplets causing white rot - identify:	Ganoderma applanatum	Phellinus tremulae	Armillaria mellea	Inonotus hispidus	1	Phellinus tremulae causes white rot of poplars and aspens producing white to brown brackets sometimes with droplets	Specific to Populus species. White rot of heartwood. Brackets perennial or annual depending on conditions. Weakens stems	Phellinus tremulae: HOST - Poplar and aspen (Populus spp) specific. P. tremula (aspen) P. nigra (black poplar) P. x canadensis (hybrid poplars).<br>BRACKETS - Variable appearance. White to grey-brown. Hoof-shaped or shelving. 5-20cm diameter. May be perennial.<br>DROPLETS - Sometimes exudes AMBER or HONEY-COLORED droplets when fresh. Not always present but diagnostic when visible.<br>PORE SURFACE - White to cream bruises brown.<br>DECAY TYPE - White rot. Heartwood primarily. Progressive weakening of stem.<br>LOCATION - Usually on trunk. Basal or mid-height. Sometimes on large branches.<br>PROGRESSION - Relatively slow. Can take many years to cause critical weakness.<br>Recognition: WHITE to BROWN BRACKET on POPLAR with AMBER DROPLETS (if present) equals P. tremulae. Poplar host key.<br>Assessment: WHITE ROT progressive. STEM FAILURE mode. Shell thickness assessment critical. SLOW DISEASE often. May be monitored for years before critical.<br>Management: POPLAR CONTEXT - Short-lived trees anyway (60-100 years typically). Phellinus common on mature poplars. REMOVE if over targets and decay extensive. MONITOR if consequences low. Re-assess every 2-5 years. VETERAN POPLARS - Ancient black poplars with Phellinus may warrant retention. Ecological value high.<br>Similar species: PHELLINUS IGNIARIUS - On willow primarily. P. tremulae more poplar-specific. INONOTUS DRYADEUS - On oak. Exudes amber droplets. But different host. P. tremulae poplar host diagnostic.<br>Poplar ecology: Poplars relatively short-lived. Phellinus common on mature specimens. Part of natural senescence. Creates deadwood habitat. Veteran status if rare native black poplar involved.<br>Exudate feature: AMBER DROPLETS not always present. Depends on freshness of bracket and conditions. But DIAGNOSTIC when visible. Similar to Inonotus dryadeus exudate.<br>Field observation: Check poplars in riparian zones. Mature specimens often have Phellinus. White to brown appearance variable. Poplar host narrows identification	none	
164	YES	Defect	Bark necrosis encircling 75% of stem circumference indicates:	Minor cosmetic issue	Critical girdling with imminent death of crown above	Normal seasonal variation	Recent successful treatment	1	Girdling bark necrosis kills cambium preventing vascular transport - if 75% circumference affected tree cannot survive above that point	Cambium dead means no water/nutrient transport. Crown above girdle will die. Complete girdling (100%) equals certain death. 75% equals probable death unless vigorous compensatory growth	Girdling assessment: CIRCUMFERENCE AFFECTED - Measure percentage. 100% equals complete girdling certain death. 75-90% equals probable death poor prognosis. 50-75% equals possible survival if vigorous. Less than 50% better prognosis.<br>CAMBIUM STATUS - Dead vs alive. Probe bark. Dead cambium sunken darkened. Living cambium firm green.<br>GAP WIDTH - Continuous band vs interrupted sections. Continuous worse.<br>TREE RESPONSE - Is callus forming? Compensatory growth visible? Response indicates prognosis.<br>Causes of girdling: CANKER DISEASES - Progressive cankers encircle stem. Phytophthora Nectria bacterial cankers. MECHANICAL - Damage from string trimmers weed whackers. Basal wounds. ANIMALS - Bark stripping by deer rabbits voles. CONSTRUCTION - Soil grade changes. Root damage. Girdling roots.<br>Physiological effect: VASCULAR TRANSPORT BLOCKED - Water upward nutrients downward. Both blocked by dead cambium. STARVATION - Roots starve without sugars from crown. Crown desiccates without water. DEATH - Crown dies above girdle. Complete girdling equals death. Partial may survive with difficulty.<br>Prognosis by percentage: 100% GIRDLING - Death certain. Crown above girdle will die. Timeframe weeks to months. 75-90% - Poor prognosis. Likely death. May survive if very vigorous with excellent conditions. 50-75% - Possible survival. Depends on vigor species conditions. Monitor closely. Less than 50% - Better chances. Tree may compensate. Still serious.<br>Management: 75% GIRDLING - Assume poor prognosis. REMOVE if over targets. Hazard tree. Crown dead or dying. BRIDGE GRAFTING - Rarely attempted. Requires specialist. Success variable. Usually impractical. MONITOR - Document progression. Crown condition. Re-assess regularly. ACCEPT LOSS - Usually tree will die or decline severely. Replacement planning.<br>Species variation: VIGOROUS SPECIES (willow poplar) may survive higher girdling percentages. Compensate more readily. SLOW SPECIES (oak beech) less able to compensate. Lower survival rates.<br>Timeline: RAPID GIRDLING (e.g. mechanical) - Sudden death. Weeks. PROGRESSIVE GIRDLING (e.g. canker) - Gradual death. Months to years. Tree may attempt compensation.<br>Recognition: CONTINUOUS DEAD BARK band around stem equals girdling. Measure percentage. Assess prognosis. Critical threshold around 75%	none	
165	YES	WinterID	Wild Cherry (Prunus avium) is identified in winter by:	Opposite buds	Alternate shiny red-brown buds and horizontal lenticels on bark	Thorns on twigs	Compound leaves persisting	1	Wild cherry has alternate glossy red-brown buds clustered at tips and characteristic horizontal lenticels on smooth shiny bark	Native tree. Bark very distinctive. Reddish-brown with horizontal bands. Buds shiny. Often planted for timber and ornament	Wild cherry winter ID: BUDS - Alternate arrangement large 5-10mm pointed SHINY red-brown scales. Often clustered at twig tips. TWIGS - Slender red-brown smooth. BARK - DISTINCTIVE smooth reddish-brown to grey-brown. HORIZONTAL LENTICELS create banded appearance. Bark peels in horizontal strips. Shiny appearance especially when wet. FORM - Medium to large tree. Conical when young becoming spreading. Native and commonly planted. Key diagnostic: HORIZONTAL LENTICELS on smooth bark DIAGNOSTIC. Unmistakable. SHINY RED BUDS support ID. Native status: NATIVE - Wild cherry. Important woodland tree. Also planted widely for timber ornament and wildlife. Species variation: WILD CHERRY (Prunus avium) - Native. Large tree. Described above. BIRD CHERRY (Prunus padus) - Native. Smaller. Black bark. Different appearance. CHERRY PLUM - Ornamental. Different buds and bark. Recognition: HORIZONTAL BANDED BARK plus SHINY RED BUDS equals wild cherry. Bark distinctive. Similar species: BIRCH - Also has horizontal lenticels. But bark WHITE or SILVER not red-brown. Very different color. ALDER - Horizontal lenticels. But bark grey-brown not shiny. Buds purple on stalks. Different. Wild cherry bark SHINY RED-BROWN with horizontal bands. Unique combination. Cultural importance: TIMBER - High-quality wood. Traditional furniture. BLOSSOM - White flowers in spring. Beautiful. Before leaves. WILDLIFE - Cherries for birds. Flowers for pollinators. Important native. Summer features: LEAVES - Alternate oval pointed finely toothed. Dark green. FLOWERS - White 5-petaled in clusters. April-May. Before or with leaves. FRUIT - Small red cherries. Edible but sour. Birds love them. Recognition tip: Wet bark shows color and shine best. Horizontal lenticels very obvious. Cannot mistake for anything else once seen. Field identification: Check bark first - horizontal banded pattern diagnostic. Buds confirm. Common in hedgerows woodlands. Often planted. Easy to recognize	none	
166	YES	Fungi	Declining horse chestnut with bleeding canker and alcohol smell suggests:	Armillaria only	Phytophthora plus bacterial infection (bleeding canker disease)	Normal aging	Mechanical damage	1	Horse chestnut bleeding canker is complex disease involving Phytophthora and Pseudomonas bacteria producing characteristic oozing lesions	Devastating disease of horse chestnut. Tarry bleeding. Distinctive alcohol/fermentation smell. Combination of pathogens. Progressive often fatal	Horse chestnut bleeding canker: PATHOGENS - COMPLEX. Phytophthora spp (oomycetes). Pseudomonas syringae pv. aesculi (bacteria). Often BOTH present. SYMPTOMS - BLEEDING CANKERS on trunk and branches. Dark rusty-brown to black tarry exudate. SMELL - Distinctive ALCOHOL or FERMENTATION odor. Characteristic. PROGRESSION - Lesions expand. May girdle stem. Crown thins yellowing leaves. Dieback progressive. Often fatal. SPREAD - Bacteria spread by rain splash insects. Phytophthora by water splash soil contact contaminated tools. HOST - Horse chestnut (Aesculus hippocastanum) primarily. Also red horse chestnut and others. Impact: DEVASTATING to horse chestnut populations. Widespread UK since 2000s. Many mature specimens killed. Landscape character changing. PROGRESSIVE - Affected trees decline over years. Some survive but weakened. Many die. Assessment: BLEEDING CANKERS diagnostic. ALCOHOL SMELL confirms. CHECK EXTENT - How much of trunk affected? Is girdling occurring? CROWN CONDITION - Advanced dieback equals poor prognosis. PROGNOSIS - Variable. Some trees survive for years. Others die quickly. No reliable prediction. Management: NO CURE - Cannot treat effectively. BIOSECURITY - Clean tools. Avoid wounding trees. Minimize spread where possible. REMOVE - If dead or hazardous. Structurally compromised trees over targets. MONITOR - Regular inspection. Document progression. Safety assessment. REPLACEMENT - Consider alternative species. Horse chestnut high-risk for future planting in some areas. Prevention: AVOID WOUNDS - Minimize mechanical damage. Entry points for pathogens. TOOL HYGIENE - Disinfect between trees. SPECIES DIVERSITY - Don't rely solely on horse chestnut. Plant diverse species. Research: Ongoing investigation into disease mechanisms. Potential resistant cultivars being developed. No widespread solution yet. Combined stress: Horse chestnut ALSO affected by leaf miner (Cameraria). Combined stresses compound. Trees under multiple pressures decline faster. Recognition: BLEEDING TAR-LIKE CANKERS on HORSE CHESTNUT with ALCOHOL SMELL equals bleeding canker disease complex. Diagnostic combination	none	
167	YES	Defect	Sunken areas of bark with callus rolls and internal decay detected by resistograph indicates:	Surface injury only	Progressive internal decay following successful initial compartmentalization	Excellent structural integrity	Recent damage	1	Callused cankers show initial CODIT success but decay may continue internally despite external appearance of healing	External callus doesn't guarantee internal soundness. Tree compartmentalized surface but decay may have advanced internally before barriers fully effective	Canker-decay assessment: EXTERNAL APPEARANCE - Sunken bark necrosis. Callus rolls at edges. Appears to be healing. INTERNAL REALITY - Resistograph reveals decay behind/beneath canker. Internal advance despite surface compartmentalization. TIMELINE - Initial injury. Tree produces callus (visible healing). Meanwhile decay colonizes internally before barriers effective. Callus masks internal problem. CODIT LIMITATIONS - Barriers not always perfect. Decay may breach walls or establish before walls complete. Assessment approach: DON'T ASSUME healed canker equals sound wood. PROBE/TEST - Resistograph increment borer tomography. Check internal condition beneath callus. EXTENT - How deep is decay? Does it extend beyond visible canker? PROGRESSION - Is decay active or arrested? Test for soft wood vs hard compartmentalized wood. Management implications: CALLUSED CANKERS may mask significant internal decay. Cannot judge by external appearance alone. SHELL THICKNESS critical. If internal decay extensive despite good callus shell may be inadequate. FAILURE RISK depends on residual sound wood not external appearance. Quantify internal condition. Species variation: Some species better at internal compartmentalization. Oak generally excellent. Beech less reliable. Species-specific expectations matter. Visual vs actual: VISUAL - 'Looks good - nice callus healing well'. ACTUAL - Internal decay may be extensive. Testing reveals truth. Never judge by appearance alone with old cankers. Recognition: WELL-CALLUSED OLD CANKER doesn't equal STRUCTURALLY SOUND. Must test internally. Callus indicates successful SURFACE compartmentalization only. Assessment protocol: Identify old callused cankers. TEST INTERNALLY at those locations. Don't assume healed equals sound. Document findings. Compare external vs internal condition. Historic injuries: Trees with multiple old injuries may have extensive internal decay masked by callus. Cumulative weakening. Assessment must test all old injury sites	none	
168	YES	Pest	Processionary oak moth larvae moving nose-to-tail in long chains indicates:	Normal caterpillar behavior	Oak Processionary Moth infestation requiring immediate reporting	Harmless native species	Beneficial insects	1	Processionary behavior is characteristic of Oak Processionary Moth - larvae move in long nose-to-tail chains hence the name	Distinctive behavior diagnostic. Combined with white nests and oak host equals OPM. See Q97 and Q124 for full details on this notifiable hazardous pest	Oak Processionary Moth - Processionary behavior: DISTINCTIVE BEHAVIOR - Larvae move in LONG CHAINS nose-to-tail. Single file processions. Hence 'processionary' in name. PURPOSE - Travel between nest and feeding sites. Social species. Aggregation provides protection. RECOGNITION - If you see caterpillars in PROCESSION on OAK equals OPM. Highly characteristic. See Q97 for full details: TOXIC HAIRS - Urticating setae cause severe health problems. WHITE NESTS - Silken communal nests on trunk and branches. NOTIFIABLE - Legal requirement to report to DEFRA. DO NOT TOUCH - Professional treatment only. Public health hazard. Other features: HOST - Oak specific. TIMING - Visible May-July. Adults July-August. DISTRIBUTION UK - Established greater London area. Spreading. Management: REPORT IMMEDIATELY - Legal duty. APHA contact. PROFESSIONAL CONTROL - Specialist treatment required. Pesticides nest removal. PUBLIC SAFETY - Warn people. Barriers. Signage. Avoid area until treated. Processionary behavior diagnostic: LONG CHAINS of caterpillars moving NOSE-TO-TAIL on OAK equals OPM. No other UK species shows this behavior on oak. Immediate recognition and reporting essential. Combined with: WHITE SILK NESTS on trunk. TOXIC REACTIONS if people/animals contact. OAK HOST. Confirms identification. This question emphasizes the PROCESSIONARY BEHAVIOR specifically as diagnostic feature. See Q97 and Q124 for complete information on this critical pest	none	
169	YES	Biomech	A tree with extensive root decay but stable crown suggests failure will occur through:	Slow crown decline first	Sudden windthrow before obvious crown symptoms	Branch failure	Gradual improvement	1	Root decay compromises anchorage before vascular function - trees often retain healthy crowns until sudden windthrow occurs	Crown appearance misleading with root decay. Tree looks healthy until failure. Root plate assessment essential. See Q24 for related concepts	Root decay failure mode: ANCHORAGE vs VASCULAR - Root decay reduces anchorage first. Vascular transport may continue adequately through remaining roots. Crown appears healthy. SUDDEN FAILURE - Windthrow occurs with little or no crown warning. Tree looks fine then suddenly overturns. MISLEADING APPEARANCE - Healthy crown creates false sense of security. Internal root loss hidden. ASSESSMENT CRITICAL - Cannot judge stability from crown condition. Must probe root plate test stability. Fungi associated: MERIPILUS - Attacks roots. Crown healthy until failure. GANODERMA - Root and butt rot. Minimal crown symptoms initially. ARMILLARIA - Root rot. Sudden windthrow common. KRETZSCHMARIA - Brittle decay. May appear healthy then fail catastrophically. Warning signs (not crown): SOIL CRACKS radiating from base. Recent LEAN development. ASYMMETRIC SWAY in wind. Root plate ROCKING sensation. Fungal brackets at BASE. THESE indicate root problems despite healthy crown. Assessment protocol: PROBE ROOT PLATE - Steel rod around base. Check for movement looseness. EXCAVATION - Expose roots inspect integrity. PULLING TEST - Apply load measure root plate response. ASSUME POOR ANCHORAGE - If root decay fungi present assume compromise despite crown appearance. Management: ROOT DECAY with HEALTHY CROWN still equals HIGH RISK if significant decay present. REMOVE if over targets. Don't be reassured by good crown. MONITOR - If retained frequent stability assessment. EXPECT SUDDEN FAILURE - Windthrow mode. Little additional warning. Crown-root disconnect: CROWN CONDITION reflects vascular and photosynthetic function. ROOT CONDITION reflects mechanical anchorage. DIFFERENT SYSTEMS can fail independently. Crown good doesn't mean roots good. Critical concept: 'HEALTHY-LOOKING TREE SUDDEN FAILURE' scenario common with root decay. This is why root assessment essential. Cannot rely on crown evaluation alone. Species: All species vulnerable. Some fungi species-specific but principle applies broadly. Root decay equals windthrow risk regardless of crown appearance	none	
